"","Well","Tag","DateTime","Value"
"1","KU 12-17","press","2023-04-18 00:00:00.0000000",1195.99353027344
"2","KU 12-17","press","2023-04-18 00:00:01.6630000",1193.87353515625
"3","KU 12-17","press","2023-04-18 00:00:31.6760000",1192.34252929688
"4","KU 12-17","press","2023-04-18 00:01:01.6750000",1191.04699707031
"5","KU 12-17","press","2023-04-18 00:01:31.6730000",1189.75146484375
"6","KU 12-17","press","2023-04-18 00:02:01.6710000",1189.92810058594
"7","KU 12-17","press","2023-04-18 00:02:31.6700000",1188.45593261719
"8","KU 12-17","press","2023-04-18 00:03:11.6670000",1187.513671875
"9","KU 12-17","press","2023-04-18 00:03:41.6660000",1187.33703613281
"10","KU 12-17","press","2023-04-18 00:04:01.6800000",1186.74816894531
"11","KU 12-17","press","2023-04-18 00:04:36.6620000",1185.39379882812
"12","KU 12-17","press","2023-04-18 00:05:01.6920000",1184.92272949219
"13","KU 12-17","press","2023-04-18 00:05:46.6900000",1184.45153808594
"14","KU 12-17","press","2023-04-18 00:06:06.6880000",1184.51049804688
"15","KU 12-17","press","2023-04-18 00:06:31.6870000",1183.33276367188
"16","KU 12-17","press","2023-04-18 00:07:01.6850000",1181.50720214844
"17","KU 12-17","press","2023-04-18 00:07:31.6840000",1180.38830566406
"18","KU 12-17","press","2023-04-18 00:08:01.6820000",1179.56396484375
"19","KU 12-17","press","2023-04-18 00:08:31.6800000",1178.62170410156
"20","KU 12-17","press","2023-04-18 00:09:21.6770000",1179.03393554688
"21","KU 12-17","press","2023-04-18 00:09:51.6910000",1179.56396484375
"22","KU 12-17","press","2023-04-18 00:10:01.6910000",1179.56396484375
"23","KU 12-17","press","2023-04-18 00:10:31.6730000",1179.03393554688
"24","KU 12-17","press","2023-04-18 00:11:01.6870000",1177.56176757812
"25","KU 12-17","press","2023-04-18 00:11:31.6850000",1176.03063964844
"26","KU 12-17","press","2023-04-18 00:12:01.6840000",1174.67626953125
"27","KU 12-17","press","2023-04-18 00:12:36.6820000",1173.96960449219
"28","KU 12-17","press","2023-04-18 00:13:16.6790000",1173.38073730469
"29","KU 12-17","press","2023-04-18 00:13:46.6780000",1173.96960449219
"30","KU 12-17","press","2023-04-18 00:14:11.6920000",1173.96960449219
"31","KU 12-17","press","2023-04-18 00:14:31.6910000",1173.61633300781
"32","KU 12-17","press","2023-04-18 00:15:11.6880000",1173.43957519531
"33","KU 12-17","press","2023-04-18 00:15:31.6870000",1172.55627441406
"34","KU 12-17","press","2023-04-18 00:16:01.6850000",1171.90856933594
"35","KU 12-17","press","2023-04-18 00:16:36.6830000",1170.671875
"36","KU 12-17","press","2023-04-18 00:17:01.6820000",1169.90637207031
"37","KU 12-17","press","2023-04-18 00:17:36.6800000",1169.55310058594
"38","KU 12-17","press","2023-04-18 00:18:01.6780000",1168.61083984375
"39","KU 12-17","press","2023-04-18 00:18:41.6760000",1167.84533691406
"40","KU 12-17","press","2023-04-18 00:19:26.6890000",1167.60974121094
"41","KU 12-17","press","2023-04-18 00:19:36.6890000",1167.96313476562
"42","KU 12-17","press","2023-04-18 00:20:21.6860000",1168.25756835938
"43","KU 12-17","press","2023-04-18 00:20:51.6840000",1169.43530273438
"44","KU 12-17","press","2023-04-18 00:21:26.6820000",1169.14086914062
"45","KU 12-17","press","2023-04-18 00:21:56.6810000",1170.37744140625
"46","KU 12-17","press","2023-04-18 00:22:01.6800000",1170.14196777344
"47","KU 12-17","press","2023-04-18 00:22:31.6790000",1170.02416992188
"48","KU 12-17","press","2023-04-18 00:23:16.6920000",1169.14086914062
"49","KU 12-17","press","2023-04-18 00:23:36.6900000",1168.96423339844
"50","KU 12-17","press","2023-04-18 00:24:26.6880000",1168.49304199219
"51","KU 12-17","press","2023-04-18 00:24:41.6870000",1168.72863769531
"52","KU 12-17","press","2023-04-18 00:25:01.6860000",1168.13977050781
"53","KU 12-17","press","2023-04-18 00:25:46.6830000",1168.61083984375
"54","KU 12-17","press","2023-04-18 00:26:26.6810000",1181.625
"55","KU 12-17","press","2023-04-18 00:26:56.6790000",1284.14794921875
"56","KU 12-17","press","2023-04-18 00:27:26.6770000",1345.86193847656
