"","Well","Tag","DateTime","Value"
"1","KU 12-17","press","2016-06-13 00:00:00.0000000",1457.04138183594
"2","KU 12-17","press","2016-06-13 00:00:02.0370000",1456.86474609375
"3","KU 12-17","press","2016-06-13 00:00:37.1060000",1456.5703125
"4","KU 12-17","press","2016-06-13 00:01:02.1450000",1456.33471679688
"5","KU 12-17","press","2016-06-13 00:01:37.1980000",1456.15808105469
"6","KU 12-17","press","2016-06-13 00:02:02.2360000",1456.09924316406
"7","KU 12-17","press","2016-06-13 00:02:37.2900000",1455.51037597656
"8","KU 12-17","press","2016-06-13 00:03:12.3430000",1455.45141601562
"9","KU 12-17","press","2016-06-13 00:03:57.4120000",1455.21594238281
"10","KU 12-17","press","2016-06-13 00:04:02.4190000",1455.15698242188
"11","KU 12-17","press","2016-06-13 00:04:32.4650000",1454.92150878906
"12","KU 12-17","press","2016-06-13 00:05:02.5110000",1454.8037109375
"13","KU 12-17","press","2016-06-13 00:06:02.5870000",1454.626953125
"14","KU 12-17","press","2016-06-13 00:06:32.6330000",1454.33251953125
"15","KU 12-17","press","2016-06-13 00:07:02.6940000",1454.27368164062
"16","KU 12-17","press","2016-06-13 00:07:32.7240000",1454.0380859375
"17","KU 12-17","press","2016-06-13 00:08:17.7930000",1453.80261230469
"18","KU 12-17","press","2016-06-13 00:08:37.8390000",1453.74365234375
"19","KU 12-17","press","2016-06-13 00:09:12.8770000",1453.68481445312
"20","KU 12-17","press","2016-06-13 00:09:32.9230000",1453.50817871094
"21","KU 12-17","press","2016-06-13 00:10:02.9530000",1453.09594726562
"22","KU 12-17","press","2016-06-13 00:10:32.9990000",1453.09594726562
"23","KU 12-17","press","2016-06-13 00:11:18.0830000",1452.91931152344
"24","KU 12-17","press","2016-06-13 00:11:58.1440000",1452.80151367188
"25","KU 12-17","press","2016-06-13 00:12:18.1750000",1452.62487792969
"26","KU 12-17","press","2016-06-13 00:12:38.2050000",1452.33044433594
"27","KU 12-17","press","2016-06-13 00:13:03.2280000",1452.15380859375
"28","KU 12-17","press","2016-06-13 00:13:33.3050000",1452.15380859375
"29","KU 12-17","press","2016-06-13 00:14:08.3270000",1451.91821289062
"30","KU 12-17","press","2016-06-13 00:14:38.3730000",1451.74157714844
"31","KU 12-17","press","2016-06-13 00:15:08.4340000",1451.62377929688
