"","Well","Tag","DateTime","Value"
"1","KU 12-17","press","2017-02-28 00:00:00.0000000",1657.90637207031
"2","KU 12-17","press","2017-02-28 00:00:14.8330000",1658.0830078125
"3","KU 12-17","press","2017-02-28 00:00:45.4250000",1658.259765625
"4","KU 12-17","press","2017-02-28 00:01:14.9090000",1658.37744140625
"5","KU 12-17","press","2017-02-28 00:01:31.2890000",1658.49523925781
"6","KU 12-17","press","2017-02-28 00:02:24.7820000",1658.671875
"7","KU 12-17","press","2017-02-28 00:02:50.9910000",1658.8486328125
"8","KU 12-17","press","2017-02-28 00:03:24.8270000",1659.02526855469
"9","KU 12-17","press","2017-02-28 00:03:34.6550000",1658.96630859375
"10","KU 12-17","press","2017-02-28 00:04:10.7080000",1659.37854003906
"11","KU 12-17","press","2017-02-28 00:04:51.0960000",1659.90856933594
"12","KU 12-17","press","2017-02-28 00:05:24.9330000",1660.32080078125
"13","KU 12-17","press","2017-02-28 00:05:54.4640000",1660.85083007812
"14","KU 12-17","press","2017-02-28 00:06:05.3690000",1660.85083007812
"15","KU 12-17","press","2017-02-28 00:06:51.2340000",1661.26293945312
"16","KU 12-17","press","2017-02-28 00:07:20.7180000",1661.49853515625
"17","KU 12-17","press","2017-02-28 00:07:44.7270000",1661.79296875
"18","KU 12-17","press","2017-02-28 00:08:10.9350000",1662.20520019531
"19","KU 12-17","press","2017-02-28 00:08:51.3080000",1662.3818359375
"20","KU 12-17","press","2017-02-28 00:09:15.3640000",1662.55847167969
"21","KU 12-17","press","2017-02-28 00:09:40.4650000",1662.73510742188
"22","KU 12-17","press","2017-02-28 00:10:15.4250000",1662.67626953125
"23","KU 12-17","press","2017-02-28 00:10:51.4610000",1662.970703125
"24","KU 12-17","press","2017-02-28 00:11:54.7820000",1662.85290527344
"25","KU 12-17","press","2017-02-28 00:12:14.4390000",1663.14733886719
"26","KU 12-17","press","2017-02-28 00:12:35.1870000",1663.14733886719
"27","KU 12-17","press","2017-02-28 00:13:01.3950000",1663.32397460938
"28","KU 12-17","press","2017-02-28 00:13:40.7080000",1663.32397460938
"29","KU 12-17","press","2017-02-28 00:14:25.4960000",1663.44177246094
"30","KU 12-17","press","2017-02-28 00:14:50.6280000",1663.67736816406
"31","KU 12-17","press","2017-02-28 00:15:00.4560000",1663.73620605469
"32","KU 12-17","press","2017-02-28 00:15:50.6890000",1663.85400390625
"33","KU 12-17","press","2017-02-28 00:16:24.5250000",1664.03063964844
"34","KU 12-17","press","2017-02-28 00:16:50.7340000",1664.26623535156
"35","KU 12-17","press","2017-02-28 00:17:24.5710000",1664.44287109375
"36","KU 12-17","press","2017-02-28 00:17:40.9510000",1664.61950683594
"37","KU 12-17","press","2017-02-28 00:18:11.5580000",1664.61950683594
"38","KU 12-17","press","2017-02-28 00:18:31.2150000",1664.61950683594
"39","KU 12-17","press","2017-02-28 00:19:24.7080000",1664.61950683594
"40","KU 12-17","press","2017-02-28 00:19:31.2440000",1664.67846679688
"41","KU 12-17","press","2017-02-28 00:20:00.7440000",1664.61950683594
"42","KU 12-17","press","2017-02-28 00:20:31.2890000",1664.61950683594
"43","KU 12-17","press","2017-02-28 00:21:10.6020000",1664.61950683594
"44","KU 12-17","press","2017-02-28 00:21:34.6570000",1664.44287109375
"45","KU 12-17","press","2017-02-28 00:22:44.5310000",1664.50170898438
"46","KU 12-17","press","2017-02-28 00:23:00.9260000",1664.56066894531
"47","KU 12-17","press","2017-02-28 00:23:41.3150000",1664.61950683594
"48","KU 12-17","press","2017-02-28 00:24:10.7840000",1664.61950683594
"49","KU 12-17","press","2017-02-28 00:24:34.7930000",1664.56066894531
"50","KU 12-17","press","2017-02-28 00:25:15.2290000",1664.56066894531
"51","KU 12-17","press","2017-02-28 00:25:41.4370000",1664.61950683594
"52","KU 12-17","press","2017-02-28 00:26:20.7490000",1664.61950683594
"53","KU 12-17","press","2017-02-28 00:26:41.4820000",1664.61950683594
"54","KU 12-17","press","2017-02-28 00:27:15.3190000",1664.61950683594
"55","KU 12-17","press","2017-02-28 00:27:51.3710000",1664.56066894531
"56","KU 12-17","press","2017-02-28 00:28:04.4750000",1664.61950683594
"57","KU 12-17","press","2017-02-28 00:28:30.6830000",1664.61950683594
"58","KU 12-17","press","2017-02-28 00:29:15.4720000",1664.61950683594
"59","KU 12-17","press","2017-02-28 00:29:40.5570000",1664.61950683594
"60","KU 12-17","press","2017-02-28 00:30:25.3450000",1664.9140625
"61","KU 12-17","press","2017-02-28 00:30:30.8210000",1664.97290039062
"62","KU 12-17","press","2017-02-28 00:31:11.2100000",1665.14953613281
"63","KU 12-17","press","2017-02-28 00:31:35.2490000",1665.20849609375
"64","KU 12-17","press","2017-02-28 00:32:11.2860000",1665.20849609375
"65","KU 12-17","press","2017-02-28 00:32:50.5980000",1665.20849609375
"66","KU 12-17","press","2017-02-28 00:33:04.7790000",1665.14953613281
"67","KU 12-17","press","2017-02-28 00:33:50.6120000",1665.326171875
"68","KU 12-17","press","2017-02-28 00:34:21.2200000",1665.326171875
"69","KU 12-17","press","2017-02-28 00:34:35.4010000",1665.38500976562
"70","KU 12-17","press","2017-02-28 00:35:14.7130000",1665.38500976562
"71","KU 12-17","press","2017-02-28 00:35:35.4460000",1665.38500976562
"72","KU 12-17","press","2017-02-28 00:36:14.9610000",1665.38500976562
"73","KU 12-17","press","2017-02-28 00:36:31.1540000",1665.38500976562
"74","KU 12-17","press","2017-02-28 00:37:05.0380000",1665.38500976562
"75","KU 12-17","press","2017-02-28 00:37:55.2550000",1665.38500976562
"76","KU 12-17","press","2017-02-28 00:38:14.9110000",1665.38500976562
"77","KU 12-17","press","2017-02-28 00:38:31.2910000",1665.38500976562
"78","KU 12-17","press","2017-02-28 00:39:10.6040000",1665.38500976562
"79","KU 12-17","press","2017-02-28 00:39:45.5170000",1665.38500976562
