"","Well","Tag","DateTime","Value"
"1","KU 12-17","press","2019-08-17 00:00:00.0000000",1167.07983398438
"2","KU 12-17","press","2019-08-17 00:00:07.7310000",1167.07983398438
"3","KU 12-17","press","2019-08-17 00:00:32.7140000",1142.81811523438
"4","KU 12-17","press","2019-08-17 00:01:27.7260000",1137.40051269531
"5","KU 12-17","press","2019-08-17 00:01:57.7240000",1138.81384277344
"6","KU 12-17","press","2019-08-17 00:02:22.7390000",1139.81494140625
"7","KU 12-17","press","2019-08-17 00:02:57.7370000",1140.93371582031
"8","KU 12-17","press","2019-08-17 00:03:22.7200000",1141.69934082031
"9","KU 12-17","press","2019-08-17 00:03:47.7340000",1142.40600585938
"10","KU 12-17","press","2019-08-17 00:04:27.7320000",1142.75927734375
"11","KU 12-17","press","2019-08-17 00:04:57.7140000",1143.40698242188
"12","KU 12-17","press","2019-08-17 00:05:12.7130000",1143.642578125
"13","KU 12-17","press","2019-08-17 00:05:47.7580000",1143.99597167969
"14","KU 12-17","press","2019-08-17 00:06:22.7410000",1144.52587890625
"15","KU 12-17","press","2019-08-17 00:06:57.7390000",1145.05590820312
"16","KU 12-17","press","2019-08-17 00:07:07.7380000",1145.29138183594
"17","KU 12-17","press","2019-08-17 00:07:52.7360000",1145.46813964844
"18","KU 12-17","press","2019-08-17 00:08:27.7490000",1146.11584472656
"19","KU 12-17","press","2019-08-17 00:08:57.7320000",1146.763671875
"20","KU 12-17","press","2019-08-17 00:09:27.7460000",1148.23583984375
"21","KU 12-17","press","2019-08-17 00:09:57.7290000",1149.53137207031
"22","KU 12-17","press","2019-08-17 00:10:27.7580000",1151.12133789062
"23","KU 12-17","press","2019-08-17 00:10:57.7560000",1151.76904296875
"24","KU 12-17","press","2019-08-17 00:11:27.7550000",1152.65234375
"25","KU 12-17","press","2019-08-17 00:11:52.7530000",1153.12341308594
"26","KU 12-17","press","2019-08-17 00:12:22.7520000",1153.35900878906
"27","KU 12-17","press","2019-08-17 00:12:37.7350000",1153.59460449219
"28","KU 12-17","press","2019-08-17 00:13:12.7330000",1153.830078125
"29","KU 12-17","press","2019-08-17 00:13:57.7310000",1154.06567382812
"30","KU 12-17","press","2019-08-17 00:14:02.7300000",1154.12451171875
"31","KU 12-17","press","2019-08-17 00:14:32.7440000",1153.94787597656
"32","KU 12-17","press","2019-08-17 00:15:27.7410000",1153.830078125
"33","KU 12-17","press","2019-08-17 00:15:32.7410000",1153.77124023438
"34","KU 12-17","press","2019-08-17 00:16:02.7550000",1153.71228027344
"35","KU 12-17","press","2019-08-17 00:16:57.7360000",1153.71228027344
"36","KU 12-17","press","2019-08-17 00:17:22.7500000",1153.94787597656
"37","KU 12-17","press","2019-08-17 00:17:37.7340000",1153.88903808594
"38","KU 12-17","press","2019-08-17 00:18:17.7320000",1154.0068359375
"39","KU 12-17","press","2019-08-17 00:18:32.7460000",1153.830078125
"40","KU 12-17","press","2019-08-17 00:19:12.7440000",1153.94787597656
"41","KU 12-17","press","2019-08-17 00:19:32.7430000",1154.06567382812
"42","KU 12-17","press","2019-08-17 00:20:22.7400000",1154.06567382812
"43","KU 12-17","press","2019-08-17 00:20:42.7550000",1154.24230957031
"44","KU 12-17","press","2019-08-17 00:21:17.7370000",1154.47790527344
"45","KU 12-17","press","2019-08-17 00:21:42.7360000",1154.47790527344
"46","KU 12-17","press","2019-08-17 00:22:17.7340000",1154.30126953125
"47","KU 12-17","press","2019-08-17 00:22:57.7310000",1154.4189453125
"48","KU 12-17","press","2019-08-17 00:23:22.7300000",1154.65454101562
"49","KU 12-17","press","2019-08-17 00:23:52.7440000",1154.71337890625
"50","KU 12-17","press","2019-08-17 00:24:12.7580000",1154.71337890625
"51","KU 12-17","press","2019-08-17 00:24:52.7410000",1154.71337890625
"52","KU 12-17","press","2019-08-17 00:25:27.7540000",1154.77233886719
"53","KU 12-17","press","2019-08-17 00:25:42.7380000",1154.89013671875
"54","KU 12-17","press","2019-08-17 00:26:27.7350000",1155.0078125
"55","KU 12-17","press","2019-08-17 00:26:32.7350000",1154.65454101562
"56","KU 12-17","press","2019-08-17 00:27:22.7480000",1155.0078125
"57","KU 12-17","press","2019-08-17 00:28:07.7450000",1154.94897460938
"58","KU 12-17","press","2019-08-17 00:28:47.7580000",1154.89013671875
"59","KU 12-17","press","2019-08-17 00:29:02.7580000",1154.89013671875
"60","KU 12-17","press","2019-08-17 00:29:32.7560000",1154.71337890625
"61","KU 12-17","press","2019-08-17 00:30:12.7690000",1154.71337890625
"62","KU 12-17","press","2019-08-17 00:30:32.7370000",1154.77233886719
"63","KU 12-17","press","2019-08-17 00:31:12.7350000",1154.77233886719
"64","KU 12-17","press","2019-08-17 00:31:37.7490000",1154.89013671875
"65","KU 12-17","press","2019-08-17 00:32:17.7310000",1155.0078125
"66","KU 12-17","press","2019-08-17 00:32:47.7450000",1155.12561035156
"67","KU 12-17","press","2019-08-17 00:33:17.7590000",1155.0078125
"68","KU 12-17","press","2019-08-17 00:33:32.7580000",1155.06677246094
"69","KU 12-17","press","2019-08-17 00:34:02.7410000",1155.0078125
"70","KU 12-17","press","2019-08-17 00:34:37.7540000",1155.06677246094
"71","KU 12-17","press","2019-08-17 00:35:07.7530000",1154.89013671875
"72","KU 12-17","press","2019-08-17 00:35:42.7350000",1155.0078125
"73","KU 12-17","press","2019-08-17 00:36:12.7490000",1155.0078125
"74","KU 12-17","press","2019-08-17 00:36:57.7460000",1154.94897460938
"75","KU 12-17","press","2019-08-17 00:37:02.7460000",1155.0078125
"76","KU 12-17","press","2019-08-17 00:37:42.7440000",1155.06677246094
"77","KU 12-17","press","2019-08-17 00:38:07.7580000",1154.89013671875
"78","KU 12-17","press","2019-08-17 00:38:37.7560000",1154.89013671875
"79","KU 12-17","press","2019-08-17 00:39:17.7230000",1154.71337890625
"80","KU 12-17","press","2019-08-17 00:39:32.7380000",1154.71337890625
"81","KU 12-17","press","2019-08-17 00:40:02.7520000",1154.71337890625
"82","KU 12-17","press","2019-08-17 00:40:42.7340000",1154.47790527344
"83","KU 12-17","press","2019-08-17 00:41:07.7480000",1154.4189453125
"84","KU 12-17","press","2019-08-17 00:41:47.7460000",1154.30126953125
"85","KU 12-17","press","2019-08-17 00:42:02.7290000",1154.12451171875
"86","KU 12-17","press","2019-08-17 00:42:32.7590000",1154.06567382812
"87","KU 12-17","press","2019-08-17 00:43:07.7410000",1154.12451171875
"88","KU 12-17","press","2019-08-17 00:43:37.7550000",1154.0068359375
"89","KU 12-17","press","2019-08-17 00:44:27.7520000",1154.0068359375
"90","KU 12-17","press","2019-08-17 00:44:32.7520000",1153.88903808594
"91","KU 12-17","press","2019-08-17 00:45:22.7490000",1153.65344238281
"92","KU 12-17","press","2019-08-17 00:45:32.7170000",1153.59460449219
"93","KU 12-17","press","2019-08-17 00:46:17.7300000",1153.77124023438
"94","KU 12-17","press","2019-08-17 00:46:37.7450000",1153.77124023438
"95","KU 12-17","press","2019-08-17 00:47:22.7580000",1153.88903808594
"96","KU 12-17","press","2019-08-17 00:47:32.7420000",1154.0068359375
"97","KU 12-17","press","2019-08-17 00:48:17.7390000",1153.94787597656
"98","KU 12-17","press","2019-08-17 00:48:42.7380000",1154.06567382812
"99","KU 12-17","press","2019-08-17 00:49:07.7360000",1154.12451171875
"100","KU 12-17","press","2019-08-17 00:49:52.7500000",1154.30126953125
"101","KU 12-17","press","2019-08-17 00:50:12.7330000",1154.24230957031
"102","KU 12-17","press","2019-08-17 00:50:47.7460000",1154.12451171875
"103","KU 12-17","press","2019-08-17 00:51:02.7300000",1153.94787597656
"104","KU 12-17","press","2019-08-17 00:51:42.7430000",1154.12451171875
"105","KU 12-17","press","2019-08-17 00:52:07.7580000",1154.24230957031
"106","KU 12-17","press","2019-08-17 00:52:32.7410000",1153.94787597656
"107","KU 12-17","press","2019-08-17 00:53:07.7390000",1153.77124023438
"108","KU 12-17","press","2019-08-17 00:53:52.7520000",1153.59460449219
"109","KU 12-17","press","2019-08-17 00:54:02.7510000",1153.53564453125
"110","KU 12-17","press","2019-08-17 00:54:47.7490000",1153.35900878906
"111","KU 12-17","press","2019-08-17 00:55:12.7320000",1153.18237304688
"112","KU 12-17","press","2019-08-17 00:55:32.7460000",1153.18237304688
"113","KU 12-17","press","2019-08-17 00:56:07.7440000",1153.18237304688
"114","KU 12-17","press","2019-08-17 00:56:37.7420000",1153.12341308594
"115","KU 12-17","press","2019-08-17 00:57:12.7400000",1153.12341308594
"116","KU 12-17","press","2019-08-17 00:57:32.7390000",1152.88793945312
"117","KU 12-17","press","2019-08-17 00:58:02.7530000",1152.77014160156
"118","KU 12-17","press","2019-08-17 00:58:32.7200000",1152.53454589844
"119","KU 12-17","press","2019-08-17 00:59:12.7340000",1152.35791015625
"120","KU 12-17","press","2019-08-17 00:59:47.7470000",1152.18127441406
"121","KU 12-17","press","2019-08-17 01:00:12.7300000",1152.18127441406
"122","KU 12-17","press","2019-08-17 01:00:47.7440000",1152.0634765625
"123","KU 12-17","press","2019-08-17 01:01:27.7260000",1152.00463867188
"124","KU 12-17","press","2019-08-17 01:01:52.7560000",1151.88684082031
