"","Well","Tag","DateTime","Value"
"1","KU 12-17","press","2016-12-10 00:00:00.0000000",1721.74035644531
"2","KU 12-17","press","2016-12-10 00:00:01.8270000",1717.50048828125
"3","KU 12-17","press","2016-12-10 00:00:31.8870000",1713.96728515625
"4","KU 12-17","press","2016-12-10 00:01:01.9170000",1710.90502929688
"5","KU 12-17","press","2016-12-10 00:01:31.9620000",1707.90185546875
"6","KU 12-17","press","2016-12-10 00:02:02.0070000",1704.89855957031
"7","KU 12-17","press","2016-12-10 00:02:32.0670000",1702.07202148438
"8","KU 12-17","press","2016-12-10 00:03:02.0970000",1699.12756347656
"9","KU 12-17","press","2016-12-10 00:03:32.1420000",1696.35986328125
"10","KU 12-17","press","2016-12-10 00:04:02.1870000",1693.47436523438
"11","KU 12-17","press","2016-12-10 00:04:32.2320000",1690.70666503906
"12","KU 12-17","press","2016-12-10 00:05:02.2930000",1687.93896484375
"13","KU 12-17","press","2016-12-10 00:05:32.3380000",1685.2890625
"14","KU 12-17","press","2016-12-10 00:06:02.3670000",1682.58020019531
"15","KU 12-17","press","2016-12-10 00:06:32.4280000",1680.04809570312
"16","KU 12-17","press","2016-12-10 00:07:02.4570000",1677.33923339844
"17","KU 12-17","press","2016-12-10 00:07:32.5020000",1674.80712890625
"18","KU 12-17","press","2016-12-10 00:08:02.5470000",1672.33374023438
"19","KU 12-17","press","2016-12-10 00:08:32.5920000",1669.80163574219
"20","KU 12-17","press","2016-12-10 00:09:02.6370000",1667.44616699219
"21","KU 12-17","press","2016-12-10 00:09:32.6980000",1664.97290039062
"22","KU 12-17","press","2016-12-10 00:10:02.7270000",1662.85290527344
"23","KU 12-17","press","2016-12-10 00:10:32.7880000",1660.4384765625
"24","KU 12-17","press","2016-12-10 00:11:02.8170000",1658.37744140625
"25","KU 12-17","press","2016-12-10 00:11:32.8780000",1655.96313476562
"26","KU 12-17","press","2016-12-10 00:12:02.9070000",1653.60766601562
"27","KU 12-17","press","2016-12-10 00:12:32.9840000",1651.31103515625
"28","KU 12-17","press","2016-12-10 00:13:03.0290000",1648.89660644531
"29","KU 12-17","press","2016-12-10 00:13:33.0580000",1646.77661132812
"30","KU 12-17","press","2016-12-10 00:14:03.1030000",1644.59790039062
"31","KU 12-17","press","2016-12-10 00:14:33.1480000",1642.53674316406
"32","KU 12-17","press","2016-12-10 00:15:03.1770000",1640.35791015625
"33","KU 12-17","press","2016-12-10 00:15:33.2220000",1638.296875
"34","KU 12-17","press","2016-12-10 00:16:03.2830000",1636.11804199219
"35","KU 12-17","press","2016-12-10 00:16:33.3120000",1633.93920898438
"36","KU 12-17","press","2016-12-10 00:17:03.3580000",1631.70141601562
"37","KU 12-17","press","2016-12-10 00:17:33.4030000",1629.58154296875
"38","KU 12-17","press","2016-12-10 00:18:03.4480000",1627.5205078125
"39","KU 12-17","press","2016-12-10 00:18:33.4930000",1625.69494628906
"40","KU 12-17","press","2016-12-10 00:19:03.5530000",1623.63391113281
