"","Well","Tag","DateTime","Value"
"1","KU 12-17","press","2023-02-17 00:00:00.0000000",572.0224609375
"2","KU 12-17","press","2023-02-17 00:00:28.6390000",572.0224609375
"3","KU 12-17","press","2023-02-17 00:00:53.6220000",572.0224609375
"4","KU 12-17","press","2023-02-17 00:01:03.6220000",571.963562011719
"5","KU 12-17","press","2023-02-17 00:01:38.6360000",571.904663085938
"6","KU 12-17","press","2023-02-17 00:02:18.6330000",571.845825195312
"7","KU 12-17","press","2023-02-17 00:02:53.6310000",571.904663085938
"8","KU 12-17","press","2023-02-17 00:03:13.6150000",571.904663085938
"9","KU 12-17","press","2023-02-17 00:03:53.6280000",571.904663085938
"10","KU 12-17","press","2023-02-17 00:04:03.6120000",571.72802734375
"11","KU 12-17","press","2023-02-17 00:04:38.6250000",571.669128417969
"12","KU 12-17","press","2023-02-17 00:05:13.6240000",571.669128417969
"13","KU 12-17","press","2023-02-17 00:05:33.6380000",571.72802734375
"14","KU 12-17","press","2023-02-17 00:06:48.6180000",571.669128417969
"15","KU 12-17","press","2023-02-17 00:07:28.6160000",571.669128417969
"16","KU 12-17","press","2023-02-17 00:07:38.6150000",571.669128417969
"17","KU 12-17","press","2023-02-17 00:08:23.6280000",571.72802734375
"18","KU 12-17","press","2023-02-17 00:08:43.6270000",571.72802734375
"19","KU 12-17","press","2023-02-17 00:09:28.6250000",571.72802734375
"20","KU 12-17","press","2023-02-17 00:09:33.6250000",571.492492675781
"21","KU 12-17","press","2023-02-17 00:10:03.6230000",571.492492675781
"22","KU 12-17","press","2023-02-17 00:10:33.6210000",571.492492675781
"23","KU 12-17","press","2023-02-17 00:11:18.6190000",571.492492675781
"24","KU 12-17","press","2023-02-17 00:11:33.6180000",571.492492675781
"25","KU 12-17","press","2023-02-17 00:12:58.6290000",571.198059082031
"26","KU 12-17","press","2023-02-17 00:13:08.6440000",571.315795898438
"27","KU 12-17","press","2023-02-17 00:13:38.6260000",571.315795898438
"28","KU 12-17","press","2023-02-17 00:14:03.6250000",571.315795898438
"29","KU 12-17","press","2023-02-17 00:14:53.6220000",571.315795898438
"30","KU 12-17","press","2023-02-17 00:15:03.6220000",571.080261230469
"31","KU 12-17","press","2023-02-17 00:15:38.6200000",571.080261230469
"32","KU 12-17","press","2023-02-17 00:16:18.6170000",571.080261230469
"33","KU 12-17","press","2023-02-17 00:16:58.6150000",571.080261230469
"34","KU 12-17","press","2023-02-17 00:17:08.6150000",571.080261230469
"35","KU 12-17","press","2023-02-17 00:17:48.6280000",571.256896972656
"36","KU 12-17","press","2023-02-17 00:18:18.6420000",571.315795898438
"37","KU 12-17","press","2023-02-17 00:18:43.6250000",571.080261230469
"38","KU 12-17","press","2023-02-17 00:19:28.6220000",571.13916015625
"39","KU 12-17","press","2023-02-17 00:19:53.6210000",571.198059082031
"40","KU 12-17","press","2023-02-17 00:20:18.6200000",571.198059082031
"41","KU 12-17","press","2023-02-17 00:20:43.6180000",570.962463378906
"42","KU 12-17","press","2023-02-17 00:21:03.6330000",570.903625488281
"43","KU 12-17","press","2023-02-17 00:21:38.6310000",570.962463378906
"44","KU 12-17","press","2023-02-17 00:22:13.6290000",570.962463378906
"45","KU 12-17","press","2023-02-17 00:22:58.6260000",570.962463378906
"46","KU 12-17","press","2023-02-17 00:23:18.6100000",570.903625488281
"47","KU 12-17","press","2023-02-17 00:23:33.6240000",570.785827636719
"48","KU 12-17","press","2023-02-17 00:24:03.6230000",570.785827636719
"49","KU 12-17","press","2023-02-17 00:24:53.6200000",570.726928710938
"50","KU 12-17","press","2023-02-17 00:25:08.6190000",570.785827636719
"51","KU 12-17","press","2023-02-17 00:25:33.6180000",570.726928710938
"52","KU 12-17","press","2023-02-17 00:26:13.6150000",570.726928710938
"53","KU 12-17","press","2023-02-17 00:26:33.6140000",570.55029296875
"54","KU 12-17","press","2023-02-17 00:27:23.6270000",570.55029296875
"55","KU 12-17","press","2023-02-17 00:27:58.6090000",570.55029296875
"56","KU 12-17","press","2023-02-17 00:28:08.6250000",570.55029296875
"57","KU 12-17","press","2023-02-17 00:28:38.6390000",570.55029296875
"58","KU 12-17","press","2023-02-17 00:29:13.6210000",570.55029296875
"59","KU 12-17","press","2023-02-17 00:29:33.6200000",570.373596191406
"60","KU 12-17","press","2023-02-17 00:30:13.6180000",570.373596191406
"61","KU 12-17","press","2023-02-17 00:30:38.6010000",570.373596191406
"62","KU 12-17","press","2023-02-17 00:31:13.6140000",570.255859375
"63","KU 12-17","press","2023-02-17 00:31:33.6290000",570.196960449219
"64","KU 12-17","press","2023-02-17 00:32:53.6240000",570.196960449219
"65","KU 12-17","press","2023-02-17 00:33:23.6380000",570.138061523438
"66","KU 12-17","press","2023-02-17 00:33:53.6210000",570.196960449219
"67","KU 12-17","press","2023-02-17 00:34:08.6200000",570.138061523438
"68","KU 12-17","press","2023-02-17 00:34:43.6020000",570.079162597656
"69","KU 12-17","press","2023-02-17 00:35:13.6160000",570.196960449219
"70","KU 12-17","press","2023-02-17 00:35:38.6150000",570.079162597656
"71","KU 12-17","press","2023-02-17 00:36:08.6290000",570.079162597656
"72","KU 12-17","press","2023-02-17 00:37:13.6250000",570.020263671875
"73","KU 12-17","press","2023-02-17 00:37:38.6240000",570.020263671875
"74","KU 12-17","press","2023-02-17 00:38:03.6380000",570.020263671875
"75","KU 12-17","press","2023-02-17 00:38:53.6200000",569.843627929688
"76","KU 12-17","press","2023-02-17 00:39:08.6190000",569.784729003906
"77","KU 12-17","press","2023-02-17 00:39:43.6170000",569.784729003906
"78","KU 12-17","press","2023-02-17 00:40:48.6130000",569.843627929688
"79","KU 12-17","press","2023-02-17 00:41:08.6430000",569.843627929688
"80","KU 12-17","press","2023-02-17 00:41:33.6260000",569.784729003906
"81","KU 12-17","press","2023-02-17 00:42:03.6250000",569.843627929688
"82","KU 12-17","press","2023-02-17 00:42:33.6230000",569.725830078125
"83","KU 12-17","press","2023-02-17 00:43:03.6210000",569.608093261719
"84","KU 12-17","press","2023-02-17 00:43:38.6190000",569.6669921875
"85","KU 12-17","press","2023-02-17 00:44:08.6330000",569.608093261719
"86","KU 12-17","press","2023-02-17 00:44:38.6160000",569.608093261719
"87","KU 12-17","press","2023-02-17 00:45:13.6140000",569.549194335938
"88","KU 12-17","press","2023-02-17 00:45:58.6270000",569.490295410156
"89","KU 12-17","press","2023-02-17 00:46:03.6270000",569.372497558594
"90","KU 12-17","press","2023-02-17 00:46:43.6250000",569.372497558594
"91","KU 12-17","press","2023-02-17 00:47:08.6230000",569.431396484375
"92","KU 12-17","press","2023-02-17 00:48:03.6200000",569.431396484375
"93","KU 12-17","press","2023-02-17 00:48:58.6170000",569.195861816406
"94","KU 12-17","press","2023-02-17 00:49:08.6010000",569.254760742188
"95","KU 12-17","press","2023-02-17 00:49:43.6140000",569.195861816406
"96","KU 12-17","press","2023-02-17 00:50:13.6280000",569.195861816406
"97","KU 12-17","press","2023-02-17 00:50:53.6260000",569.078063964844
"98","KU 12-17","press","2023-02-17 00:51:03.6260000",569.019226074219
"99","KU 12-17","press","2023-02-17 00:51:53.6230000",569.078063964844
"100","KU 12-17","press","2023-02-17 00:52:23.6370000",569.019226074219
"101","KU 12-17","press","2023-02-17 00:52:33.6360000",569.019226074219
"102","KU 12-17","press","2023-02-17 00:53:28.6170000",568.783630371094
"103","KU 12-17","press","2023-02-17 00:53:33.6170000",568.842529296875
"104","KU 12-17","press","2023-02-17 00:54:08.6150000",568.842529296875
"105","KU 12-17","press","2023-02-17 00:54:48.6290000",568.842529296875
"106","KU 12-17","press","2023-02-17 00:55:03.6280000",568.842529296875
"107","KU 12-17","press","2023-02-17 00:55:33.6260000",568.842529296875
"108","KU 12-17","press","2023-02-17 00:56:03.6240000",568.842529296875
"109","KU 12-17","press","2023-02-17 00:56:48.6220000",568.783630371094
"110","KU 12-17","press","2023-02-17 00:57:03.6210000",568.842529296875
"111","KU 12-17","press","2023-02-17 00:57:43.6190000",568.665893554688
"112","KU 12-17","press","2023-02-17 00:58:03.6180000",568.606994628906
"113","KU 12-17","press","2023-02-17 00:58:43.6310000",568.665893554688
"114","KU 12-17","press","2023-02-17 00:59:03.6140000",568.665893554688
"115","KU 12-17","press","2023-02-17 00:59:38.6280000",568.606994628906
"116","KU 12-17","press","2023-02-17 01:00:18.6260000",568.548095703125
"117","KU 12-17","press","2023-02-17 01:00:43.6240000",568.489196777344
"118","KU 12-17","press","2023-02-17 01:01:58.6200000",568.489196777344
"119","KU 12-17","press","2023-02-17 01:02:08.6200000",568.430297851562
"120","KU 12-17","press","2023-02-17 01:02:38.6180000",568.253662109375
"121","KU 12-17","press","2023-02-17 01:03:03.6170000",568.253662109375
"122","KU 12-17","press","2023-02-17 01:03:38.6150000",568.253662109375
"123","KU 12-17","press","2023-02-17 01:04:13.6280000",568.312561035156
"124","KU 12-17","press","2023-02-17 01:04:58.6260000",568.312561035156
"125","KU 12-17","press","2023-02-17 01:05:28.6240000",568.312561035156
"126","KU 12-17","press","2023-02-17 01:05:43.6230000",568.312561035156
"127","KU 12-17","press","2023-02-17 01:06:28.6210000",568.312561035156
"128","KU 12-17","press","2023-02-17 01:06:33.6200000",568.253662109375
"129","KU 12-17","press","2023-02-17 01:07:13.6340000",568.312561035156
"130","KU 12-17","press","2023-02-17 01:07:38.6170000",568.135864257812
"131","KU 12-17","press","2023-02-17 01:08:18.6140000",568.135864257812
